testcaseId,$firstName,$lastName,$fatherName,$motherName,$guardianName,$idNumber,$rollNumber,$dateOfBirth,$dateOfJoin,$branchId,$standardId,$sectionId,$primaryPhoneNumber,$primaryEmailId,$alternatePhoneNumber,$secondaryEmailId,$gender
19,Chittaprasad,Dharmachandra,Birbal,Eshwar,Eshwar,Hyd199,199,24-11-2002,24-05-2015,1,4,2,,,,,M
20,Chittaranjan,Dharmadas,Bitasok,Etash,Etash,Hyd200,200,24-11-2002,24-05-2015,1,4,2,,,,,F
21,Chittaswarup,Dharmadev,Bodhan,Evyavan,Evyavan,Hyd201,201,24-11-2002,24-05-2015,1,4,2,,,,,M
22,Chittesh,Dharmaditya,Boudhayan,Faakhir,Faakhir,Hyd202,202,24-11-2002,24-05-2015,1,4,2,,,,,F
23,Chudamani,Dharmanand,Brahmabrata,Faaris,Faaris,Hyd203,203,24-11-2002,24-05-2015,1,4,2,,,,,M
24,Dabeet,Dharmendra,Brahmadutt,Faarooq,Faarooq,Hyd204,204,24-11-2002,24-05-2015,1,4,2,,,,,F
25,Daha,Dharmendu,Bratindra,Fadi,Fadi,Hyd205,205,24-11-2002,24-05-2015,1,4,2,,,,,M
26,Daivya,Dharmesh,Brijesh,Fadl,Fadl,Hyd206,206,24-11-2002,24-05-2015,1,4,2,,,,,F
27,Daiwik,Dharmpal,Brijmohan,Fadl Ullah,Fadl Ullah,Hyd207,207,24-11-2002,24-05-2015,1,4,2,,,,,M
28,Daksha,Dharmveer,Buddhadev,Fahad,Fahad,Hyd208,208,24-11-2002,24-05-2015,1,4,2,,,,,F
29,Dakshesh,Dhaval,Buddhadeva,Faisal,Faisal,Hyd209,209,24-11-2002,24-05-2015,1,4,2,,,,,M
30,Dakshi,Dhavalachandra,Budhil,Faiyaz,Faiyaz,Hyd210,210,24-11-2002,24-05-2015,1,4,2,,,,,F
31,Dakshina,Dhawal,Bukka,Faiz,Faiz,Hyd211,211,24-11-2002,24-05-2015,1,4,3,,,,,M
32,Dalajit,Dheeman,Chaitanya,Fakhry,Fakhry,Hyd212,212,24-11-2002,24-05-2015,1,4,3,,,,,F
33,Dalapathi,Dheemant,Chakor,Falak,Falak,Hyd213,213,24-11-2002,24-05-2015,1,4,3,,,,,M
34,Dalbhya,Dheer,Chakradev,Falgu,Falgu,Hyd214,214,24-11-2002,24-05-2015,1,4,3,,,,,F
35,Daman,Dheeran,Chakradhar,Falguni Phalguni ,Falguni Phalguni ,Hyd215,215,24-11-2002,24-05-2015,1,4,3,,,,,M
36,Damian,Dheerendra,Chakrapani,Fanibhusan,Fanibhusan,Hyd216,216,24-11-2002,24-05-2015,1,4,3,,,,,F
37,Damodar,Dheivamani,Chakshu,Fanindra,Fanindra,Hyd217,217,24-11-2002,24-05-2015,1,4,3,,,,,M
38,Danuj,Dhevan,Chaman,Fanish,Fanish,Hyd218,218,24-11-2002,24-05-2015,1,4,3,,,,,F
39,Danvir,Dhevaneyan,Chamanlal,Fanishwar,Fanishwar,Hyd219,219,24-11-2002,24-05-2015,1,4,3,,,,,M
40,Darpak,Dhikshit,Champak,Faraz,Faraz,Hyd220,220,24-11-2002,24-05-2015,1,4,3,,,,,F
41,Darpan,Dhinakar,Chanakya,Fareed,Fareed,Hyd221,221,24-11-2002,24-05-2015,1,4,3,,,,,M
42,Darshan,Dhinanta,Chanchal,Farhad,Farhad,Hyd222,222,24-11-2002,24-05-2015,1,4,3,,,,,F
43,Daruka,Dhipin,Chandak,Farhat,Farhat,Hyd223,223,24-11-2002,24-05-2015,1,4,3,,,,,M
44,Dasharath,Dhiraj,Chandan,Farid,Farid,Hyd224,224,24-11-2002,24-05-2015,1,4,3,,,,,F
45,Dasharathi,Dhiren,Chandra,Faris,Faris,Hyd225,225,24-11-2002,24-05-2015,1,4,3,,,,,M
46,Dasmaya,Dhirendra,Chandrabhan,Farukh Farokh ,Farukh Farokh ,Hyd226,226,24-11-2002,24-05-2015,1,5,1,,,,,F
47,Dattatreya,Dhritiman,Chandrachur,Fateen,Fateen,Hyd227,227,24-11-2002,24-05-2015,1,5,1,,,,,M
48,Dayada,Dhruv,Chandrahas,Fateh,Fateh,Hyd228,228,24-11-2002,24-05-2015,1,5,1,,,,,F
49,Dayakara,Dhvanya,Chandrak,Fatik,Fatik,Hyd229,229,24-11-2002,24-05-2015,1,5,1,,,,,M
50,Dayanand,Dhwani,Chandrakanta,Fawaz,Fawaz,Hyd230,230,24-11-2002,24-05-2015,1,5,1,,,,,F
51,Dayanidhi,Dhyana,Chandrakiran,Fidaa,Fidaa,Hyd231,231,24-11-2002,24-05-2015,1,5,1,,,,,M
52,Dayasagara,Dhyanesh,Chandrakirthi,Firdaus,Firdaus,Hyd232,232,24-11-2002,24-05-2015,1,5,1,,,,,F
53,Dayashankar,Digamber,Chandrakishore,Firoz,Firoz,Hyd233,233,24-11-2002,24-05-2015,1,5,1,,,,,M
54,Debashis,Dilawar,Chandrakumar,Fravash,Fravash,Hyd234,234,24-11-2002,24-05-2015,1,5,1,,,,,F
55,Debashish,Dilip,Chandramohan,Fuad,Fuad,Hyd235,235,24-11-2002,24-05-2015,1,5,1,,,,,M
56,Deenabandhu,Dinanath,Chandran,Gagan,Gagan,Hyd236,236,24-11-2002,24-05-2015,1,5,1,,,,,F
57,Deep,Dinapati,Chandranath,Gaganvihari,Gaganvihari,Hyd237,237,24-11-2002,24-05-2015,1,5,1,,,,,M
58,Deepak,Dinar,Chandraprakash,Gajanan,Gajanan,Hyd238,238,24-11-2002,24-05-2015,1,5,1,,,,,F
59,Deepan,Dindayal,Chandraraj,Gajanand,Gajanand,Hyd239,239,24-11-2002,24-05-2015,1,5,1,,,,,M
60,Deepankar,Dinesh,Chandrashekar,Gajendra,Gajendra,Hyd240,240,24-11-2002,24-05-2015,1,5,1,,,,,F
61,Deependra,Dinkar,Chandrashekhar,Ganaka,Ganaka,Hyd241,241,24-11-2002,24-05-2015,1,5,2,,,,,M
62,Deependu,Divakar,Chandratha,Ganapati,Ganapati,Hyd242,242,24-11-2002,24-05-2015,1,5,2,,,,,F
63,Deepesh,Divyanga,Chandresh,Ganaraj,Ganaraj,Hyd243,243,24-11-2002,24-05-2015,1,5,2,,,,,M
64,Deepit,Divyendu,Chandrodaya,Gandesha,Gandesha,Hyd244,244,24-11-2002,24-05-2015,1,5,2,,,,,F
65,Deeptanshu,Divyesh,Chanyana,Gandhar,Gandhar,Hyd245,245,24-11-2002,24-05-2015,1,5,2,,,,,M
66,Deeptendu,Drupad,Chapal,Gandharaj,Gandharaj,Hyd246,246,24-11-2002,24-05-2015,1,5,2,,,,,F
67,Deeptiman,Dulal,Charan,Gandharva,Gandharva,Hyd247,247,24-11-2002,24-05-2015,1,5,2,,,,,M
68,Deeptimoy,DuraiMurugan,Charanjit,Gandhik,Gandhik,Hyd248,248,24-11-2002,24-05-2015,1,5,2,,,,,F
69,Dev,Duranjaya,Charu,Gandira,Gandira,Hyd249,249,24-11-2002,24-05-2015,1,5,2,,,,,M
70,Dev Kumar,Durjaya,Charudatta,Ganendra,Ganendra,Hyd250,250,24-11-2002,24-05-2015,1,5,2,,,,,F
71,Devabrata,Dushyanta,Charudutta,Ganesh,Ganesh,Hyd251,251,24-11-2002,24-05-2015,1,5,2,,,,,M
72,Devachandra,Dwaipayan,Charuvardhana,Gangadhar,Gangadhar,Hyd252,252,24-11-2002,24-05-2015,1,5,2,,,,,F
73,Devadarshan,Dwijaraj,Charuvindha,Gangadutt,Gangadutt,Hyd253,253,24-11-2002,24-05-2015,1,5,2,,,,,M
74,Devadas,Dwijendra,Chaturbhuj,Gangesh,Gangesh,Hyd254,254,24-11-2002,24-05-2015,1,5,2,,,,,F
75,Devadatta,Dwijesh,Cheliyan,Gangeya,Gangeya,Hyd255,255,24-11-2002,24-05-2015,1,5,2,,,,,M
76,Devadhipa,Dyumani,Chellamani,Gangol,Gangol,Hyd256,256,24-11-2002,24-05-2015,1,5,3,,,,,F
77,Devadutt,Dyutit,Chellamuthu,Ganjan,Ganjan,Hyd257,257,24-11-2002,24-05-2015,1,5,3,,,,,M
78,Devadyumna,Edhas,Chellapan,Garisht,Garisht,Hyd258,258,24-11-2002,24-05-2015,1,5,3,,,,,F
79,Devajyoti,Edi,Chemmal,Gaurang,Gaurang,Hyd259,259,24-11-2002,24-05-2015,1,5,3,,,,,M
80,Devak,Ednit,Chetan,Gaurav,Gaurav,Hyd260,260,24-11-2002,24-05-2015,1,5,3,,,,,F
81,Devakantha,Eeshwar,Chetana,Gaurinath,Gaurinath,Hyd261,261,24-11-2002,24-05-2015,1,5,3,,,,,M
82,Devamadana,Egaiarasu,Chevatkodiyon,Gautam,Gautam,Hyd262,262,24-11-2002,24-05-2015,1,5,3,,,,,F
83,Devanand,Eha,Chhandak,Gavisht,Gavisht,Hyd263,263,24-11-2002,24-05-2015,1,5,3,,,,,M
84,Devang,Ehimay,Chidambar,Gayak,Gayak,Hyd264,264,24-11-2002,24-05-2015,1,5,3,,,,,F
85,Devaraj,Eka,Chidambaram,Gayan,Gayan,Hyd265,265,24-11-2002,24-05-2015,1,5,3,,,,,M
86,Devarpana,Ekachandra,Chidananda,Geet,Geet,Hyd266,266,24-11-2002,24-05-2015,1,5,3,,,,,F
87,Devarsi,Ekachith,Chiman,Ghalib,Ghalib,Hyd267,267,24-11-2002,24-05-2015,1,5,3,,,,,M
88,Devarya,Ekagrah,Chinmay,Ghanashyam,Ghanashyam,Hyd268,268,24-11-2002,24-05-2015,1,5,3,,,,,F
89,Devdas,Ekaksha,Chinmayananda,Giri,Giri,Hyd269,269,24-11-2002,24-05-2015,1,5,3,,,,,M
90,Devdutta,Ekalavya,Chinnadurai,Giridari,Giridari,Hyd270,270,24-11-2002,24-05-2015,1,5,3,,,,,F
