testcaseId,$firstName,$lastName,$fatherName,$motherName,$guardianName,$idNumber,$rollNumber,$dateOfBirth,$dateOfJoin,$branchId,$standardId,$sectionId,$primaryPhoneNumber,$primaryEmailId,$alternatePhoneNumber,$secondaryEmailId,$gender
22,Jahan,Megh,Dharmaditya,Chittesh,Faakhir,Vsk22,7,24-11-2002,24-05-2015,3,1,2,,,,,F
23,Jai,Megha,Dharmanand,Chudamani,Faaris,Vsk23,8,24-11-2002,24-05-2015,3,1,2,,,,,M
24,Jaichand,Meghashyam,Dharmendra,Dabeet,Faarooq,Vsk24,9,24-11-2002,24-05-2015,3,1,2,,,,,F
25,Jaidayal,Meghdutt,Dharmendu,Daha,Fadi,Vsk25,10,24-11-2002,24-05-2015,3,1,2,,,,,M
26,Jaidev,Meghnad,Dharmesh,Daivya,Fadl,Vsk26,11,24-11-2002,24-05-2015,3,1,2,,,,,F
27,Jaigath,Mehboob,Dharmpal,Daiwik,Fadl Ullah,Vsk27,12,24-11-2002,24-05-2015,3,1,2,,,,,M
28,Jaigopal,Mehdi,Dharmveer,Daksha,Fahad,Vsk28,13,24-11-2002,24-05-2015,3,1,2,,,,,F
29,Jaikrishna,Mehmood,Dhaval,Dakshesh,Faisal,Vsk29,14,24-11-2002,24-05-2015,3,1,2,,,,,M
30,Jaimini,Mehul,Dhavalachandra,Dakshi,Faiyaz,Vsk30,15,24-11-2002,24-05-2015,3,1,2,,,,,F
31,Jainarayan,Mekhal,Dhawal,Dakshina,Faiz,Vsk31,1,24-11-2002,24-05-2015,3,1,3,,,,,M
32,Jaipal,Meru,Dheeman,Dalajit,Fakhry,Vsk32,2,24-11-2002,24-05-2015,3,1,3,,,,,F
33,Jairaj,Mihir,Dheemant,Dalapathi,Falak,Vsk33,3,24-11-2002,24-05-2015,3,1,3,,,,,M
34,Jaisal,Milan,Dheer,Dalbhya,Falgu,Vsk34,4,24-11-2002,24-05-2015,3,1,3,,,,,F
35,Jaishankar,Milap,Dheeran,Daman,Falguni Phalguni,Vsk35,5,24-11-2002,24-05-2015,3,1,3,,,,,M
36,Jaisukh,Milind,Dheerendra,Damian,Fanibhusan,Vsk36,6,24-11-2002,24-05-2015,3,1,3,,,,,F
37,Jaitra,Milun,Dheivamani,Damodar,Fanindra,Vsk37,7,24-11-2002,24-05-2015,3,1,3,,,,,M
38,Jaiwant,Mirza,Dhevan,Danuj,Fanish,Vsk38,8,24-11-2002,24-05-2015,3,1,3,,,,,F
39,Jalad,Misal,Dhevaneyan,Danvir,Fanishwar,Vsk39,9,24-11-2002,24-05-2015,3,1,3,,,,,M
40,Jalal,Mitesh,Dhikshit,Darpak,Faraz,Vsk40,10,24-11-2002,24-05-2015,3,1,3,,,,,F
41,Jalendra,Mithil,Dhinakar,Darpan,Fareed,Vsk41,11,24-11-2002,24-05-2015,3,1,3,,,,,M
42,Jalendu,Mithilesh,Dhinanta,Darshan,Farhad,Vsk42,12,24-11-2002,24-05-2015,3,1,3,,,,,F
43,Jalil,Mithun,Dhipin,Daruka,Farhat,Vsk43,13,24-11-2002,24-05-2015,3,1,3,,,,,M
44,Jalindra,Mitra,Dhiraj,Dasharath,Farid,Vsk44,14,24-11-2002,24-05-2015,3,1,3,,,,,F
45,Janak,Mitul,Dhiren,Dasharathi,Faris,Vsk45,15,24-11-2002,24-05-2015,3,1,3,,,,,M
46,JanamejayJanardan,Mohajit,Dhirendra,Dasmaya,Farukh Farokh,Vsk46,1,24-11-2002,24-05-2015,3,2,1,,,,,F
47,Janardan,Mohak,Dhritiman,Dattatreya,Fateen,Vsk47,2,24-11-2002,24-05-2015,3,2,1,,,,,M
48,Janav,Mohal,Dhruv,Dayada,Fateh,Vsk48,3,24-11-2002,24-05-2015,3,2,1,,,,,F
49,Janith,Mohamad,Dhvanya,Dayakara,Fatik,Vsk49,4,24-11-2002,24-05-2015,3,2,1,,,,,M
50,Janya,Mohan,Dhwani,Dayanand,Fawaz,Vsk50,5,24-11-2002,24-05-2015,3,2,1,,,,,F
51,Japa,Mohin,Dhyana,Dayanidhi,Fidaa,Vsk51,6,24-11-2002,24-05-2015,3,2,1,,,,,M
52,Japan,Mohit,Dhyanesh,Dayasagara,Firdaus,Vsk52,7,24-11-2002,24-05-2015,3,2,1,,,,,F
53,Japendra,Mohnish,Digamber,Dayashankar,Firoz,Vsk53,8,24-11-2002,24-05-2015,3,2,1,,,,,M
54,Japesh,Mohul,Dilawar,Debashis,Fravash,Vsk54,9,24-11-2002,24-05-2015,3,2,1,,,,,F
55,Jasamit,Monish,Dilip,Debashish,Fuad,Vsk55,10,24-11-2002,24-05-2015,3,2,1,,,,,M
56,Jasapal,Moti,Dinanath,Deenabandhu,Gagan,Vsk56,11,24-11-2002,24-05-2015,3,2,1,,,,,F
57,Jasbeer,Motilal,Dinapati,Deep,Gaganvihari,Vsk57,12,24-11-2002,24-05-2015,3,2,1,,,,,M
58,Jashan,Moulik,Dinar,Deepak,Gajanan,Vsk58,13,24-11-2002,24-05-2015,3,2,1,,,,,F
59,Jashun,Mriganka,Dindayal,Deepan,Gajanand,Vsk59,14,24-11-2002,24-05-2015,3,2,1,,,,,M
60,Jaspal,Mrigankamouli,Dinesh,Deepankar,Gajendra,Vsk60,15,24-11-2002,24-05-2015,3,2,1,,,,,F
61,Jasraj,Mrigankasekhar,Dinkar,Deependra,Ganaka,Vsk61,1,24-11-2002,24-05-2015,3,2,2,,,,,M
62,Jasveer,Mrigendra,Divakar,Deependu,Ganapati,Vsk62,2,24-11-2002,24-05-2015,3,2,2,,,,,F
63,Jaswant,Mrigesh,Divyanga,Deepesh,Ganaraj,Vsk63,3,24-11-2002,24-05-2015,3,2,2,,,,,M
64,Jatan,Mrityunjay,Divyendu,Deepit,Gandesha,Vsk64,4,24-11-2002,24-05-2015,3,2,2,,,,,F
65,Jatin,Mubarak,Divyesh,Deeptanshu,Gandhar,Vsk65,5,24-11-2002,24-05-2015,3,2,2,,,,,M
66,Jatya,Mudita,Drupad,Deeptendu,Gandharaj,Vsk66,6,24-11-2002,24-05-2015,3,2,2,,,,,F
67,Javed,Muhamad,Dulal,Deeptiman,Gandharva,Vsk67,7,24-11-2002,24-05-2015,3,2,2,,,,,M
68,Javin,Mukesh,DuraiMurugan,Deeptimoy,Gandhik,Vsk68,8,24-11-2002,24-05-2015,3,2,2,,,,,F
69,Jawahar,Muktananda,Duranjaya,Dev,Gandira,Vsk69,9,24-11-2002,24-05-2015,3,2,2,,,,,M
70,Jayad,Mukul,Durjaya,Dev Kumar,Ganendra,Vsk70,10,24-11-2002,24-05-2015,3,2,2,,,,,F
71,Jayadeep,Mukunda,Dushyanta,Devabrata,Ganesh,Vsk71,11,24-11-2002,24-05-2015,3,2,2,,,,,M
72,Jayaditya,Mukut,Dwaipayan,Devachandra,Gangadhar,Vsk72,12,24-11-2002,24-05-2015,3,2,2,,,,,F
73,Jayant,Mulkraj,Dwijaraj,Devadarshan,Gangadutt,Vsk73,13,24-11-2002,24-05-2015,3,2,2,,,,,M
74,Jayanta,Mumtaz,Dwijendra,Devadas,Gangesh,Vsk74,14,24-11-2002,24-05-2015,3,2,2,,,,,F
75,Jayashekhar,Muni,Dwijesh,Devadatta,Gangeya,Vsk75,15,24-11-2002,24-05-2015,3,2,2,,,,,M
76,Jaysukh,Murad,Dyumani,Devadhipa,Gangol,Vsk76,1,24-11-2002,24-05-2015,3,2,3,,,,,F
77,Jeemutbahan,Murali,Dyutit,Devadutt,Ganjan,Vsk77,2,24-11-2002,24-05-2015,3,2,3,,,,,M
78,Jeevan,Muralidhar,Edhas,Devadyumna,Garisht,Vsk78,3,24-11-2002,24-05-2015,3,2,3,,,,,F
79,Jehangir,Muralimanohar,Edi,Devajyoti,Gaurang,Vsk79,4,24-11-2002,24-05-2015,3,2,3,,,,,M
80,Jenya,Murari,Ednit,Devak,Gaurav,Vsk80,5,24-11-2002,24-05-2015,3,2,3,,,,,F
81,Jhoomer,Murarilal,Eeshwar,Devakantha,Gaurinath,Vsk81,6,24-11-2002,24-05-2015,3,2,3,,,,,M
82,Jignesh,Musheer,Egaiarasu,Devamadana,Gautam,Vsk82,7,24-11-2002,24-05-2015,3,2,3,,,,,F
83,Jihan,Nabarun,Eha,Devanand,Gavisht,Vsk83,8,24-11-2002,24-05-2015,3,2,3,,,,,M
84,Jinendra,Nabendu,Ehimay,Devang,Gayak,Vsk84,9,24-11-2002,24-05-2015,3,2,3,,,,,F
85,Jishnu,Nabhanyu,Eka,Devaraj,Gayan,Vsk85,10,24-11-2002,24-05-2015,3,2,3,,,,,M
86,Jitendra,Nabhas,Ekachandra,Devarpana,Geet,Vsk86,11,24-11-2002,24-05-2015,3,2,3,,,,,F
87,Jivitesh,Nabhi,Ekachith,Devarsi,Ghalib,Vsk87,12,24-11-2002,24-05-2015,3,2,3,,,,,M
88,Jnyandeep,Nabhith,Ekagrah,Devarya,Ghanashyam,Vsk88,13,24-11-2002,24-05-2015,3,2,3,,,,,F
89,Jnyaneshwar,Nabhya,Ekaksha,Devdas,Giri,Vsk89,14,24-11-2002,24-05-2015,3,2,3,,,,,M
90,JogindraJoginder,Nachiketa,Ekalavya,Devdutta,Giridari,Vsk90,15,24-11-2002,24-05-2015,3,2,3,,,,,F
91,Jograj,Nadal,Devendra,Ekalinga,Ekalinga,Vsk91,1,24-11-2002,24-05-2015,3,3,1,,,,,M
92,Jugnu,Nadin,Devesh,Ekambar,Ekambar,Vsk92,2,24-11-2002,24-05-2015,3,3,1,,,,,F
93,Jujhar,Nadir,Deveshwar,Ekana,Ekana,Vsk93,3,24-11-2002,24-05-2015,3,3,1,,,,,M
94,Jusal,Nagarin,Devilal,Ekanath,Ekanath,Vsk94,4,24-11-2002,24-05-2015,3,3,1,,,,,F
95,Jyotichandra,Nagarjun,Deviprasad,Ekanga,Ekanga,Vsk95,5,24-11-2002,24-05-2015,3,3,1,,,,,M
96,Jyotiprakash,Nagendra,Devnarayan,Ekansh,Ekansh,Vsk96,6,24-11-2002,24-05-2015,3,3,1,,,,,F
97,Jyotiranjan,Nagesh,Devnath,Ekapad,Ekapad,Vsk97,7,24-11-2002,24-05-2015,3,3,1,,,,,M
98,Jyotirdhar,Nahusha,Devraj,Ekaraj,Ekaraj,Vsk98,8,24-11-2002,24-05-2015,3,3,1,,,,,F
99,Jyotirmoy,Nairit,Devya,Ekatan,Ekatan,Vsk99,9,24-11-2002,24-05-2015,3,3,1,,,,,M
100,Kabir,Naishadh,Dhanajit,Eknath,Eknath,Vsk100,10,24-11-2002,24-05-2015,3,3,1,,,,,F
101,Kailas,Nakshatra,Dhananjay,Ekram,Ekram,Vsk101,11,24-11-2002,24-05-2015,3,3,1,,,,,M
102,Kailash,Nakul,Dhanesh,Elango,Elango,Vsk102,12,24-11-2002,24-05-2015,3,3,1,,,,,F
103,Kailashchandra,Nalin,Dhanraj,Elil,Elil,Vsk103,13,24-11-2002,24-05-2015,3,3,1,,,,,M
104,Kailashnath,Nalinaksha,Dhansukh,Elilarasan,Elilarasan,Vsk104,14,24-11-2002,24-05-2015,3,3,1,,,,,F
105,Kalapriya,Naman,Dhanvant,Elilarasu,Elilarasu,Vsk105,15,24-11-2002,24-05-2015,3,3,1,,,,,M
106,Kalash,Namasyu,Dharanidhar,Elilvendan,Elilvendan,Vsk106,1,24-11-2002,24-05-2015,3,3,2,,,,,F
107,Kalicharan,Nambi,Dharendra,Ellu,Ellu,Vsk107,2,24-11-2002,24-05-2015,3,3,2,,,,,M
108,Kalidas,Namdev,Dharma,Elumalai,Elumalai,Vsk108,3,24-11-2002,24-05-2015,3,3,2,,,,,F
109,Kalimohan,Nanak,Dharmachandra,Eshwar,Eshwar,Vsk109,4,24-11-2002,24-05-2015,3,3,2,,,,,M
110,Kalipada,Nand,Dharmadas,Etash,Etash,Vsk110,5,24-11-2002,24-05-2015,3,3,2,,,,,F
111,Kaliranjan,Nanda,Dharmadev,Evyavan,Evyavan,Vsk111,6,24-11-2002,24-05-2015,3,3,2,,,,,M
112,Kalith,Nandakishor,Dharmaditya,Faakhir,Faakhir,Vsk112,7,24-11-2002,24-05-2015,3,3,2,,,,,F
113,Kalpa,Nandan,Dharmanand,Faaris,Faaris,Vsk113,8,24-11-2002,24-05-2015,3,3,2,,,,,M
114,Kalya,Nandi,Dharmendra,Faarooq,Faarooq,Vsk114,9,24-11-2002,24-05-2015,3,3,2,,,,,F
115,Kalyan,Nandin,Dharmendu,Fadi,Fadi,Vsk115,10,24-11-2002,24-05-2015,3,3,2,,,,,M
116,Kamadev,Naotau,Dharmesh,Fadl,Fadl,Vsk116,11,24-11-2002,24-05-2015,3,3,2,,,,,F
117,Kamal,Narahari,Dharmpal,Fadl Ullah,Fadl Ullah,Vsk117,12,24-11-2002,24-05-2015,3,3,2,,,,,M
118,Kamalakar,Narasimha,Dharmveer,Fahad,Fahad,Vsk118,13,24-11-2002,24-05-2015,3,3,2,,,,,F
119,Kamalapati,Narayan,Dhaval,Faisal,Faisal,Vsk119,14,24-11-2002,24-05-2015,3,3,2,,,,,M
120,Kamalesh,Narayana,Dhavalachandra,Faiyaz,Faiyaz,Vsk120,15,24-11-2002,24-05-2015,3,3,2,,,,,F
121,Kamalnayan,Narendra,Dhawal,Faiz,Faiz,Vsk121,1,24-11-2002,24-05-2015,3,3,3,,,,,M
122,Kaman,Naresh,Dheeman,Fakhry,Fakhry,Vsk122,2,24-11-2002,24-05-2015,3,3,3,,,,,F
123,Kamat,Narhari,Dheemant,Falak,Falak,Vsk123,3,24-11-2002,24-05-2015,3,3,3,,,,,M
124,Kamik,Narinder,Dheer,Falgu,Falgu,Vsk124,4,24-11-2002,24-05-2015,3,3,3,,,,,F
125,Kamlesh,Narmad,Dheeran,Falguni Phalguni,Falguni Phalguni,Vsk125,5,24-11-2002,24-05-2015,3,3,3,,,,,M
126,Kamod,Narottam,Dheerendra,Fanibhusan,Fanibhusan,Vsk126,6,24-11-2002,24-05-2015,3,3,3,,,,,F
127,Kamraj,Narsimha,Dheivamani,Fanindra,Fanindra,Vsk127,7,24-11-2002,24-05-2015,3,3,3,,,,,M
128,Kamran,Nartan,Dhevan,Fanish,Fanish,Vsk128,8,24-11-2002,24-05-2015,3,3,3,,,,,F
129,Kamukh,Narun,Dhevaneyan,Fanishwar,Fanishwar,Vsk129,9,24-11-2002,24-05-2015,3,3,3,,,,,M
130,Kanad,Natesh,Dhikshit,Faraz,Faraz,Vsk130,10,24-11-2002,24-05-2015,3,3,3,,,,,F
131,Kanak,Nathan,Dhinakar,Fareed,Fareed,Vsk131,11,24-11-2002,24-05-2015,3,3,3,,,,,M
132,Kanal,Nathin,Dhinanta,Farhad,Farhad,Vsk132,12,24-11-2002,24-05-2015,3,3,3,,,,,F
133,Kanan,Natraj,Dhipin,Farhat,Farhat,Vsk133,13,24-11-2002,24-05-2015,3,3,3,,,,,M
134,Kanchan,Natwar,Dhiraj,Farid,Farid,Vsk134,14,24-11-2002,24-05-2015,3,3,3,,,,,F
135,Kandan,Naval,Dhiren,Faris,Faris,Vsk135,15,24-11-2002,24-05-2015,3,3,3,,,,,M
136,Kandarpa,Navalan,Dhirendra,Farukh Farokh,Farukh Farokh,Vsk136,1,24-11-2002,24-05-2015,3,4,1,,,,,F
137,Kanha,Navaneet,Dhritiman,Fateen,Fateen,Vsk137,2,24-11-2002,24-05-2015,3,4,1,,,,,M
138,Kanhaiya,Naveen,Dhruv,Fateh,Fateh,Vsk138,3,24-11-2002,24-05-2015,3,4,1,,,,,F
139,Kanhaiyalal,Navin,Dhvanya,Fatik,Fatik,Vsk139,4,24-11-2002,24-05-2015,3,4,1,,,,,M
140,Kanishka,Navnit,Dhwani,Fawaz,Fawaz,Vsk140,5,24-11-2002,24-05-2015,3,4,1,,,,,F
141,Kanishta,Navrang,Dhyana,Fidaa,Fidaa,Vsk141,6,24-11-2002,24-05-2015,3,4,1,,,,,M
142,Kantilal,Navroz,Dhyanesh,Firdaus,Firdaus,Vsk142,7,24-11-2002,24-05-2015,3,4,1,,,,,F
143,Kantimoy,Nayan,Digamber,Firoz,Firoz,Vsk143,8,24-11-2002,24-05-2015,3,4,1,,,,,M
144,Kanu,Nayath,Dilawar,Fravash,Fravash,Vsk144,9,24-11-2002,24-05-2015,3,4,1,,,,,F
145,Kanvar,Nedumaan,Dilip,Fuad,Fuad,Vsk145,10,24-11-2002,24-05-2015,3,4,1,,,,,M
146,Kanwal,Nedumaran,Dinanath,Gagan,Gagan,Vsk146,11,24-11-2002,24-05-2015,3,4,1,,,,,F
147,Kanwaljeet,Neel,Dinapati,Gaganvihari,Gaganvihari,Vsk147,12,24-11-2002,24-05-2015,3,4,1,,,,,M
148,Kanwalkishore,Neeladri,Dinar,Gajanan,Gajanan,Vsk148,13,24-11-2002,24-05-2015,3,4,1,,,,,F
149,Kapil,Neelam,Dindayal,Gajanand,Gajanand,Vsk149,14,24-11-2002,24-05-2015,3,4,1,,,,,M
150,Kapish,Neelambar,Dinesh,Gajendra,Gajendra,Vsk150,15,24-11-2002,24-05-2015,3,4,1,,,,,F
151,Karan,Neelanjan,Dinkar,Ganaka,Ganaka,Vsk151,1,24-11-2002,24-05-2015,3,4,2,,,,,M
152,Kareem,Neelesh,Divakar,Ganapati,Ganapati,Vsk152,2,24-11-2002,24-05-2015,3,4,2,,,,,F
153,Karna,Neelkanta,Divyanga,Ganaraj,Ganaraj,Vsk153,3,24-11-2002,24-05-2015,3,4,2,,,,,M
154,Karnik,Neelkanth,Divyendu,Gandesha,Gandesha,Vsk154,4,24-11-2002,24-05-2015,3,4,2,,,,,F
155,Kartar,Neelmadhav,Divyesh,Gandhar,Gandhar,Vsk155,5,24-11-2002,24-05-2015,3,4,2,,,,,M
156,Kartik,Neelmani,Drupad,Gandharaj,Gandharaj,Vsk156,6,24-11-2002,24-05-2015,3,4,2,,,,,F
157,Kartikeya,Neelotpal,Dulal,Gandharva,Gandharva,Vsk157,7,24-11-2002,24-05-2015,3,4,2,,,,,M
158,Karun,Neeraf,DuraiMurugan,Gandhik,Gandhik,Vsk158,8,24-11-2002,24-05-2015,3,4,2,,,,,F
159,Karunakar,Neeraj,Duranjaya,Gandira,Gandira,Vsk159,9,24-11-2002,24-05-2015,3,4,2,,,,,M
160,Karunamay,Nibodh,Durjaya,Ganendra,Ganendra,Vsk160,10,24-11-2002,24-05-2015,3,4,2,,,,,F
161,Karunashankar,Nidhish,Dushyanta,Ganesh,Ganesh,Vsk161,11,24-11-2002,24-05-2015,3,4,2,,,,,M
162,Kashif,Nigam,Dwaipayan,Gangadhar,Gangadhar,Vsk162,12,24-11-2002,24-05-2015,3,4,2,,,,,F
163,Kashinath,Nihal,Dwijaraj,Gangadutt,Gangadutt,Vsk163,13,24-11-2002,24-05-2015,3,4,2,,,,,M
164,Kashiprasad,Nihar,Dwijendra,Gangesh,Gangesh,Vsk164,14,24-11-2002,24-05-2015,3,4,2,,,,,F
165,Kashyap,Niket,Dwijesh,Gangeya,Gangeya,Vsk165,15,24-11-2002,24-05-2015,3,4,2,,,,,M
166,Kathith,Nikhat,Dyumani,Gangol,Gangol,Vsk166,1,24-11-2002,24-05-2015,3,4,3,,,,,F
167,Kaunteya,Nikhil,Dyutit,Ganjan,Ganjan,Vsk167,2,24-11-2002,24-05-2015,3,4,3,,,,,M
168,Kausar,Nikhilesh,Edhas,Garisht,Garisht,Vsk168,3,24-11-2002,24-05-2015,3,4,3,,,,,F
169,Kaushal,Nikunj,Edi,Gaurang,Gaurang,Vsk169,4,24-11-2002,24-05-2015,3,4,3,,,,,M
170,Kaushik,Nikunja,Ednit,Gaurav,Gaurav,Vsk170,5,24-11-2002,24-05-2015,3,4,3,,,,,F
171,Kaustav,Nilay,Eeshwar,Gaurinath,Gaurinath,Vsk171,6,24-11-2002,24-05-2015,3,4,3,,,,,M
172,Kaustubh,Nilesh,Egaiarasu,Gautam,Gautam,Vsk172,7,24-11-2002,24-05-2015,3,4,3,,,,,F
173,Kavan,Nimai,Eha,Gavisht,Gavisht,Vsk173,8,24-11-2002,24-05-2015,3,4,3,,,,,M
174,Kavi,Nimish,Ehimay,Gayak,Gayak,Vsk174,9,24-11-2002,24-05-2015,3,4,3,,,,,F
175,Kaviraj,Ninad,Eka,Gayan,Gayan,Vsk175,10,24-11-2002,24-05-2015,3,4,3,,,,,M
176,Kedar,Nipun,Ekachandra,Geet,Geet,Vsk176,11,24-11-2002,24-05-2015,3,4,3,,,,,F
177,Kedarnath,Nirad,Ekachith,Ghalib,Ghalib,Vsk177,12,24-11-2002,24-05-2015,3,4,3,,,,,M
178,Keshav,Niraj,Ekagrah,Ghanashyam,Ghanashyam,Vsk178,13,24-11-2002,24-05-2015,3,4,3,,,,,F
179,Ketan,Nirajit,Ekaksha,Giri,Giri,Vsk179,14,24-11-2002,24-05-2015,3,4,3,,,,,M
180,Kevalkishore,Niral,Ekalavya,Giridari,Giridari,Vsk180,15,24-11-2002,24-05-2015,3,4,3,,,,,F
181,Kevalkumar,Niramay,Hem,Ilango,Ilango,Vsk181,1,24-11-2002,24-05-2015,3,5,1,,,,,M
182,Keyur,Niramitra,Hemachandra,Ilanthirayan,Ilanthirayan,Vsk182,2,24-11-2002,24-05-2015,3,5,1,,,,,F
183,Khadim,Niranjan,Hemadri,Ilavalagan,Ilavalagan,Vsk183,3,24-11-2002,24-05-2015,3,5,1,,,,,M
184,Khajit,Nirav,Hemamdar,Ilavarasan,Ilavarasan,Vsk184,4,24-11-2002,24-05-2015,3,5,1,,,,,F
185,Khalid,Nirbhay,Heman,Ilavenil,Ilavenil,Vsk185,5,24-11-2002,24-05-2015,3,5,1,,,,,M
186,Khazana,Nirijhar,Hemang,Ilesh,Ilesh,Vsk186,6,24-11-2002,24-05-2015,3,5,1,,,,,F
187,Khemchand,Nirmal,Hemanga,Iman,Iman,Vsk187,7,24-11-2002,24-05-2015,3,5,1,,,,,M
188,Khemprakash,Nirmalya,Hemant,Imaran,Imaran,Vsk188,8,24-11-2002,24-05-2015,3,5,1,,,,,F
189,Khushal,Nirmanyu,Hemaraj,Imtiaz,Imtiaz,Vsk189,9,24-11-2002,24-05-2015,3,5,1,,,,,M
190,Kinshuk,Nirmit,Hemendra,Inakanta,Inakanta,Vsk190,10,24-11-2002,24-05-2015,3,5,1,,,,,F
191,Kiran,Nirmohi,Hemendu,Inbanathan,Inbanathan,Vsk191,11,24-11-2002,24-05-2015,3,5,1,,,,,M
192,Kiranmay,Nirupam,Heramba,Indeever,Indeever,Vsk192,12,24-11-2002,24-05-2015,3,5,1,,,,,F
193,Kirik,Nirvan,Himachal,Indivar,Indivar,Vsk193,13,24-11-2002,24-05-2015,3,5,1,,,,,M
194,Kirit,Nischal,Himadri,Indra,Indra,Vsk194,14,24-11-2002,24-05-2015,3,5,1,,,,,F
195,Kirtikumar,Nischith,Himaghna,Indradutt,Indradutt,Vsk195,15,24-11-2002,24-05-2015,3,5,1,,,,,M
196,Kishore,Nishad,Himanshu,Indrajeet,Indrajeet,Vsk196,1,24-11-2002,24-05-2015,3,5,2,,,,,F
197,Kishorekumar,Nishanath,Himmat,Indrajit,Indrajit,Vsk197,2,24-11-2002,24-05-2015,3,5,2,,,,,M
198,Kotijit,Nishant,Himnish,Indrakanta,Indrakanta,Vsk198,3,24-11-2002,24-05-2015,3,5,2,,,,,F
199,Kovida,Nishesh,Hiranmay,Indraneel,Indraneel,Vsk199,4,24-11-2002,24-05-2015,3,5,2,,,,,M
200,Kriday,Nishikanta,Hiranya,Indrasena,Indrasena,Vsk200,5,24-11-2002,24-05-2015,3,5,2,,,,,F
201,Kripal,Nishit,Hirendra,Indrasuta,Indrasuta,Vsk201,6,24-11-2002,24-05-2015,3,5,2,,,,,M
202,Krishanu,Nishita,Hiresh,Indratan,Indratan,Vsk202,7,24-11-2002,24-05-2015,3,5,2,,,,,F
203,Krishna,Nishith,Hitendra,Indubhushan,Indubhushan,Vsk203,8,24-11-2002,24-05-2015,3,5,2,,,,,M
204,Krishnachandra,Nishkama,Hriday,Induhasan,Induhasan,Vsk204,9,24-11-2002,24-05-2015,3,5,2,,,,,F
205,Krishnadeva,Nishok,Hridayanand,Indukanta,Indukanta,Vsk205,10,24-11-2002,24-05-2015,3,5,2,,,,,M
206,Krishnakanta,Nissim,Hridayesh,Indulal,Indulal,Vsk206,11,24-11-2002,24-05-2015,3,5,2,,,,,F
207,Krishnakumar,Niteesh,Hridaynath,Indumat,Indumat,Vsk207,12,24-11-2002,24-05-2015,3,5,2,,,,,M
208,Krishnala,Nithik,Hridik,Indushekhar,Indushekhar,Vsk208,13,24-11-2002,24-05-2015,3,5,2,,,,,F
209,Krishnamurari,Nithilan,Hriman,Inesh,Inesh,Vsk209,14,24-11-2002,24-05-2015,3,5,2,,,,,M
